Title: A Catalog of Morphologically Identified Merging Galaxies
Authors: Hwang C.-Y., Chang M.-Y.
Table: Catalog of Merging Galaxies
================================================================================
Byte-by-byte Description of file: apjs299963t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label  Explanations
--------------------------------------------------------------------------------
   1-  5 I5     ---    ID     Running identification number
   7-  8 I2     h      RAh    Hour of Right Ascension (J2000)
  10- 11 I2     min    RAm    Minute of Right Ascension (J2000)
  13- 16 F4.1   s      RAs    Second of Right Ascension (J2000)
      18 A1     ---    DE-    Sign of the Declination (J2000)
  19- 20 I2     deg    DEd    Degree of Declination (J2000)
  22- 23 I2     arcmin DEm    Arcminute of Declination (J2000)
  25- 28 F4.1   arcsec DEs    Arcsecond of Declination (J2000)
  30- 36 A7     ---    FName  Field name
  38- 39 A2     ---    Type   Merging type (1)
--------------------------------------------------------------------------------
Note (1):
    M = mergers;
   CP = close pairs;
   CM = close multiples.
--------------------------------------------------------------------------------
01734 01 03 33.6 +02 14 25.4 RCS0047 CP
01735 01 03 33.9 +01 49 55.1 RCS0047 M
01736 01 03 35.5 +02 22 33.7 RCS0047 M
01737 01 03 36.2 +02 57 51.0 RCS0047 M
01738 01 03 36.5 +05 07 50.5 RCS0047 M
01739 01 03 36.6 +01 28 35.4 RCS0047 M
01740 01 03 36.7 +03 06 54.3 RCS0047 M
01741 01 03 36.8 +01 18 25.7 RCS0047 M
01742 01 03 37.2 +04 40 53.7 RCS0047 M
01743 01 03 38.7 +01 36 27.2 RCS0047 M
01744 01 03 40.6 +02 22 20.6 RCS0047 M
01745 01 03 42.5 +03 12 46.0 RCS0047 M
01746 01 03 44.5 +01 28 04.9 RCS0047 M
01747 01 03 45.3 +02 48 36.1 RCS0047 M
01748 01 03 46.1 +05 04 45.9 RCS0047 M
01749 01 03 47.2 +05 09 16.7 RCS0047 M
01750 01 03 47.3 +04 50 50.1 RCS0047 M
01751 01 03 47.5 +02 09 31.5 RCS0047 M
01752 01 03 47.6 +02 53 46.6 RCS0047 M
01753 01 03 48.8 +01 48 50.9 RCS0047 M
01754 01 03 53.7 +04 43 57.1 RCS0047 M
01755 01 03 53.9 +04 28 25.4 RCS0047 M
01756 01 04 00.3 +01 37 40.7 RCS0047 M
01757 01 04 00.8 +04 16 36.3 RCS0047 M
01758 01 04 01.1 +02 53 34.4 RCS0047 M
01759 01 04 01.3 +04 17 56.9 RCS0047 M
01760 01 04 03.6 +02 28 29.5 RCS0047 M
01761 01 04 03.7 +01 16 16.9 RCS0047 M
01762 01 04 04.3 +01 42 09.1 RCS0047 M
01763 01 04 04.7 +01 46 26.3 RCS0047 M
01764 01 04 05.7 +02 56 10.6 RCS0047 M
01765 01 04 10.0 +02 37 22.0 RCS0047 M
01766 01 04 11.7 +04 50 46.1 RCS0047 M
01767 01 04 11.7 +02 45 04.3 RCS0047 M
01768 01 04 17.7 +01 39 52.9 RCS0047 M
01769 01 04 20.8 +01 37 23.1 RCS0047 M
01770 01 04 22.6 +01 43 01.7 RCS0047 M
01771 01 04 22.9 +05 11 56.3 RCS0047 M
01772 01 04 26.9 +01 57 42.2 RCS0047 M
01773 01 04 27.1 +02 39 09.9 RCS0047 M
01774 01 04 27.9 +01 37 35.4 RCS0047 M
01775 01 04 30.3 +04 32 34.7 RCS0047 M
01776 01 04 30.4 +01 34 48.8 RCS0047 M
01777 01 04 34.3 +04 55 14.8 RCS0047 M
01778 01 04 38.2 +01 47 34.7 RCS0047 M
01779 01 04 38.3 +05 03 04.8 RCS0047 M
01780 01 04 39.0 +05 12 31.9 RCS0047 M
01781 01 04 41.8 +01 52 25.3 RCS0047 M
01782 01 04 41.9 +01 41 07.0 RCS0047 M
01783 01 21 43.1 -00 56 48.5 RCS0133 M
01784 01 21 44.8 -01 53 08.7 RCS0133 M
01785 01 21 46.2 -01 38 02.8 RCS0133 M
01786 01 21 49.2 -01 17 34.2 RCS0133 M
01787 01 21 58.8 -00 32 52.5 RCS0133 M
01788 01 22 00.6 -00 22 09.6 RCS0133 M
01789 01 22 03.4 -00 52 25.1 RCS0133 M
01790 01 22 05.6 -00 15 38.4 RCS0133 M
01791 01 22 10.7 -00 30 11.8 RCS0133 M
01792 01 22 11.4 -01 30 44.9 RCS0133 M
01793 01 22 13.2 -01 28 52.3 RCS0133 CM
01794 01 22 13.3 -00 12 58.3 RCS0133 M
01795 01 22 24.1 -01 25 32.0 RCS0133 M
01796 01 22 29.2 -01 06 37.4 RCS0133 M
01797 01 22 31.3 -01 35 05.5 RCS0133 M
01798 01 22 35.6 -01 40 29.5 RCS0133 M
01799 01 22 35.9 -00 41 09.7 RCS0133 M
01800 01 22 41.9 -01 54 18.9 RCS0133 M
01801 01 22 46.7 -01 49 18.2 RCS0133 M
01802 01 22 49.1 -01 25 25.7 RCS0133 M
01803 01 22 52.4 -01 12 17.4 RCS0133 M
01804 01 22 53.9 -01 06 19.1 RCS0133 M
01805 01 22 54.8 -01 19 14.6 RCS0133 M
01806 01 22 56.2 -00 12 31.7 RCS0133 M
01807 01 23 05.2 -00 41 01.2 RCS0133 M
01808 01 23 09.3 -00 40 30.6 RCS0133 M
01809 01 23 10.2 -01 55 42.3 RCS0133 M
01810 01 23 12.1 -00 57 07.4 RCS0133 CP
01811 01 23 14.6 -01 37 50.6 RCS0133 M
01812 01 23 18.1 -00 35 50.6 RCS0133 CP
01813 01 23 18.4 -01 19 25.5 RCS0133 CP
01814 01 23 20.8 -01 07 49.2 RCS0133 M
01815 01 23 21.8 -01 29 52.8 RCS0133 CP
01816 01 23 23.7 -00 35 10.1 RCS0133 M
01817 01 23 26.4 -00 55 30.6 RCS0133 M
01818 01 23 28.8 -00 45 03.5 RCS0133 M
01819 01 23 34.1 -00 31 11.8 RCS0133 M
01820 01 23 40.3 -01 25 54.5 RCS0133 M
01821 01 23 40.4 -00 21 44.0 RCS0133 M
01822 01 23 42.5 -01 27 08.4 RCS0133 CP
01823 01 23 43.9 -00 51 22.4 RCS0133 M
01824 01 23 45.1 -00 25 44.5 RCS0133 M
01825 01 23 49.3 -00 37 01.3 RCS0133 M
01826 01 23 49.8 -00 51 56.6 RCS0133 M
01827 01 23 49.9 -01 12 35.6 RCS0133 M
01828 01 23 50.4 -01 19 14.7 RCS0133 M
01829 01 23 53.5 -01 00 45.5 RCS0133 M
01830 01 23 53.9 -00 59 54.7 RCS0133 M
01831 01 23 55.5 -01 06 23.1 RCS0133 M
01832 01 23 56.5 -01 26 37.4 RCS0133 M
01833 01 24 07.0 -01 59 35.7 RCS0133 M
01834 01 24 13.2 -00 40 43.3 RCS0133 M
01835 01 24 15.2 -01 14 59.1 RCS0133 M
01836 01 24 15.6 -00 23 36.2 RCS0133 M
01837 01 24 26.5 -01 44 03.0 RCS0133 M
01838 01 24 27.4 -00 38 09.3 RCS0133 M
01839 01 24 32.2 -00 17 55.3 RCS0133 M
01840 01 24 32.6 -01 30 02.2 RCS0133 M
01841 01 24 34.4 -01 18 14.5 RCS0133 CP
01842 01 24 38.6 -00 25 58.8 RCS0133 M
01843 01 24 40.8 -00 30 23.7 RCS0133 M
01844 01 24 49.4 -01 18 15.0 RCS0133 M
01845 01 24 50.3 -01 04 38.4 RCS0133 M
01846 01 24 50.8 -01 07 02.2 RCS0133 M
01847 01 24 55.7 -00 40 24.0 RCS0133 M
01848 01 25 00.5 -01 13 33.4 RCS0133 CP
01849 01 25 04.8 -00 37 05.8 RCS0133 M
01850 01 25 08.1 -01 27 44.9 RCS0133 M
01851 01 25 09.2 -01 47 26.8 RCS0133 M
01852 01 25 13.1 -00 09 37.4 RCS0133 M
01853 01 25 13.3 -01 38 25.2 RCS0133 M
01854 01 25 13.8 -00 39 59.6 RCS0133 M
01855 01 25 14.1 -01 02 25.4 RCS0133 M
01856 01 25 18.2 -01 35 09.4 RCS0133 M
01857 01 25 19.6 -01 23 05.5 RCS0133 M
01858 01 25 21.1 -01 02 01.7 RCS0133 M
01859 01 25 26.5 -01 16 14.5 RCS0133 M
01860 01 25 29.9 -01 18 19.9 RCS0133 M
01861 01 25 30.2 -00 34 33.8 RCS0133 M
01862 01 25 31.2 -00 17 43.9 RCS0133 M
01863 01 25 31.7 +01 02 58.4 RCS0133 M
01864 01 25 32.0 -01 42 48.4 RCS0133 M
01865 01 25 32.4 +01 26 51.5 RCS0133 M
01866 01 25 32.6 +00 17 04.6 RCS0133 M
01867 01 25 32.7 -00 12 16.8 RCS0133 M
01868 01 25 32.8 -02 31 31.2 RCS0133 M
01869 01 25 33.3 +00 46 52.6 RCS0133 M
01870 01 25 33.4 +01 07 33.6 RCS0133 M
01871 01 25 33.7 -02 03 50.6 RCS0133 M
01872 01 25 34.3 +01 26 59.1 RCS0133 M
01873 01 25 34.9 -02 51 07.6 RCS0133 M
01874 01 25 35.6 +01 21 16.1 RCS0133 M
01875 01 25 35.8 -01 12 13.0 RCS0133 M
01876 01 25 35.9 +02 24 02.0 RCS0133 M
01877 01 25 36.6 +01 10 22.0 RCS0133 CP
01878 01 25 36.7 -01 03 59.3 RCS0133 CP
01879 01 25 36.8 -00 37 17.6 RCS0133 M
01880 01 25 37.7 -00 25 37.3 RCS0133 M
01881 01 25 38.1 +01 40 50.8 RCS0133 M
01882 01 25 38.6 +00 57 18.1 RCS0133 M
01883 01 25 38.7 -02 42 36.9 RCS0133 M
01884 01 25 39.2 +01 40 36.2 RCS0133 M
01885 01 25 39.2 -01 17 09.1 RCS0133 M
01886 01 25 39.3 -03 00 56.6 RCS0133 M
01887 01 25 42.4 -02 32 20.8 RCS0133 M
01888 01 25 43.4 -01 41 15.6 RCS0133 CP
01889 01 25 44.8 -02 48 32.6 RCS0133 M
01890 01 25 45.1 -02 02 35.9 RCS0133 M
01891 01 25 45.7 +01 08 07.8 RCS0133 M
01892 01 25 45.8 +01 39 21.8 RCS0133 M
01893 01 25 46.6 -02 12 00.5 RCS0133 M
01894 01 25 46.7 +00 00 35.2 RCS0133 M
01895 01 25 47.0 -02 45 53.9 RCS0133 M
01896 01 25 47.6 -00 08 01.4 RCS0133 M
01897 01 25 48.1 -02 59 19.7 RCS0133 M
01898 01 25 48.8 +00 30 27.8 RCS0133 M
01899 01 25 49.1 -01 43 23.6 RCS0133 CP
01900 01 25 50.2 -02 41 41.1 RCS0133 M
01901 01 25 50.3 +00 38 03.2 RCS0133 M
01902 01 25 51.4 -01 13 36.7 RCS0133 M
01903 01 25 51.6 -00 13 57.7 RCS0133 M
01904 01 25 52.4 +02 09 36.0 RCS0133 M
01905 01 25 53.5 +00 42 48.4 RCS0133 M
01906 01 25 53.9 +00 35 45.7 RCS0133 M
01907 01 25 54.0 +02 18 44.8 RCS0133 M
01908 01 25 58.4 +02 37 52.2 RCS0133 M
01909 01 25 59.2 -02 17 55.5 RCS0133 M
01910 01 25 59.4 -00 55 54.4 RCS0133 M
01911 01 26 00.7 -01 49 21.3 RCS0133 CM
01912 01 26 01.8 +02 06 53.7 RCS0133 M
01913 01 26 02.7 +00 37 34.9 RCS0133 M
01914 01 26 03.2 -00 02 30.4 RCS0133 M
01915 01 26 03.3 -00 35 21.4 RCS0133 M
01916 01 26 04.6 +00 07 20.9 RCS0133 M
01917 01 26 04.8 +00 13 10.6 RCS0133 M
01918 01 26 07.3 +01 15 01.2 RCS0133 M
01919 01 26 07.6 -01 18 40.1 RCS0133 M
01920 01 26 07.8 -00 07 53.4 RCS0133 M
01921 01 26 08.2 -02 20 43.9 RCS0133 M
01922 01 26 09.5 +02 30 21.0 RCS0133 M
01923 01 26 09.6 +01 49 48.2 RCS0133 M
01924 01 26 09.6 -02 58 31.3 RCS0133 M
01925 01 26 10.5 +01 05 40.3 RCS0133 M
01926 01 26 10.6 +01 15 39.8 RCS0133 M
01927 01 26 11.1 +01 39 18.4 RCS0133 M
01928 01 26 11.4 -02 56 37.4 RCS0133 M
01929 01 26 12.1 -00 48 38.1 RCS0133 M
01930 01 26 12.3 -00 11 49.2 RCS0133 M
01931 01 26 12.5 +00 52 44.6 RCS0133 M
01932 01 26 13.2 -02 52 38.7 RCS0133 M
01933 01 26 13.6 +00 34 02.8 RCS0133 M
01934 01 26 14.0 +02 12 56.4 RCS0133 M
01935 01 26 14.6 -00 02 57.9 RCS0133 M
01936 01 26 15.0 -02 36 46.3 RCS0133 M
01937 01 26 15.1 -00 25 59.6 RCS0133 M
01938 01 26 15.6 -00 09 51.8 RCS0133 M
01939 01 26 18.1 +02 22 46.5 RCS0133 M
01940 01 26 18.8 -00 20 40.2 RCS0133 M
01941 01 26 19.5 +01 32 00.2 RCS0133 CP
01942 01 26 19.5 -02 24 07.8 RCS0133 M
01943 01 26 19.6 +01 14 25.8 RCS0133 M
01944 01 26 20.4 -00 11 08.4 RCS0133 M
01945 01 26 21.1 -02 03 56.5 RCS0133 M
01946 01 26 24.2 -00 51 11.5 RCS0133 M
01947 01 26 24.9 +00 54 10.4 RCS0133 M
01948 01 26 25.3 +00 26 02.7 RCS0133 M
01949 01 26 26.8 +00 56 55.9 RCS0133 M
01950 01 26 26.9 +02 05 46.9 RCS0133 M
01951 01 26 27.8 -00 14 41.4 RCS0133 M
01952 01 26 27.9 -02 05 50.5 RCS0133 M
01953 01 26 28.1 +00 17 26.9 RCS0133 M
01954 01 26 28.6 -02 26 31.7 RCS0133 M
01955 01 26 30.0 -00 20 15.0 RCS0133 M
01956 01 26 30.9 -00 33 13.1 RCS0133 M
01957 01 26 31.0 +01 00 53.4 RCS0133 M
01958 01 26 31.3 +01 53 31.7 RCS0133 M
01959 01 26 31.3 -00 57 01.1 RCS0133 M
01960 01 26 32.6 +01 06 14.6 RCS0133 M
01961 01 26 33.0 +00 42 17.4 RCS0133 M
01962 01 26 33.2 +01 04 44.0 RCS0133 CP
01963 01 26 33.5 -01 03 08.6 RCS0133 M
01964 01 26 34.1 +01 19 24.1 RCS0133 M
01965 01 26 35.2 +02 04 33.3 RCS0133 M
01966 01 26 35.6 -00 46 04.7 RCS0133 M
01967 01 26 35.8 +00 54 27.7 RCS0133 M
01968 01 26 36.0 -01 46 22.5 RCS0133 M
01969 01 26 38.6 +00 25 21.4 RCS0133 M
01970 01 26 38.7 +02 15 01.1 RCS0133 M
01971 01 26 38.8 +01 35 15.8 RCS0133 M
01972 01 26 39.7 -01 13 39.0 RCS0133 M
01973 01 26 40.1 +01 25 48.9 RCS0133 M
01974 01 26 40.9 -01 22 52.3 RCS0133 M
01975 01 26 40.9 -02 19 42.2 RCS0133 M
01976 01 26 41.0 -01 30 34.9 RCS0133 M
01977 01 26 41.6 -00 21 47.1 RCS0133 M
01978 01 26 42.4 +01 26 31.2 RCS0133 CP
01979 01 26 43.0 -00 21 01.0 RCS0133 M
01980 01 26 43.1 -03 01 31.7 RCS0133 CP
01981 01 26 43.2 -02 19 56.5 RCS0133 M
01982 01 26 43.7 -02 03 21.6 RCS0133 M
01983 01 26 44.7 -01 10 33.9 RCS0133 M
01984 01 26 46.1 +01 35 12.5 RCS0133 CP
01985 01 26 47.2 -00 51 27.1 RCS0133 M
01986 01 26 47.7 +00 43 43.8 RCS0133 M
01987 01 26 48.0 +01 37 13.6 RCS0133 M
01988 01 26 50.5 -02 53 14.7 RCS0133 CP
01989 01 26 50.7 -00 57 36.6 RCS0133 M
01990 01 26 50.7 -02 50 41.5 RCS0133 M
01991 01 26 51.3 -00 16 09.4 RCS0133 M
01992 01 26 51.3 -02 02 39.0 RCS0133 M
01993 01 26 51.5 +00 50 26.2 RCS0133 M
01994 01 26 52.9 +01 01 23.1 RCS0133 M
01995 01 26 52.9 -00 44 17.2 RCS0133 M
01996 01 26 52.9 -01 10 56.4 RCS0133 CP
01997 01 26 53.4 -02 48 27.1 RCS0133 M
01998 01 26 53.6 +00 26 27.7 RCS0133 M
01999 01 26 54.6 +00 29 32.2 RCS0133 M
02000 01 26 55.4 +01 04 03.3 RCS0133 CP
02001 01 26 55.8 -02 02 09.0 RCS0133 M
02002 01 26 56.2 +02 10 59.4 RCS0133 M
02003 01 26 56.4 -02 53 07.7 RCS0133 M
02004 01 26 57.0 +00 51 02.1 RCS0133 M
02005 01 26 57.4 +01 22 48.9 RCS0133 M
02006 01 26 57.9 +00 14 59.3 RCS0133 M
02007 01 26 58.0 +00 51 25.6 RCS0133 M
02008 01 26 58.1 +01 32 03.7 RCS0133 M
02009 01 26 58.6 -00 46 38.7 RCS0133 M
02010 01 26 58.6 -02 09 31.5 RCS0133 M
02011 01 26 59.5 +02 08 27.7 RCS0133 M
02012 01 26 59.9 +01 12 36.8 RCS0133 M
02013 01 27 00.1 -01 41 44.5 RCS0133 M
02014 01 27 00.4 +01 40 54.7 RCS0133 M
02015 01 27 00.9 +00 47 00.5 RCS0133 M
02016 01 27 01.2 +02 17 07.2 RCS0133 M
02017 01 27 01.2 -01 39 54.8 RCS0133 M
02018 01 27 03.3 -00 36 11.6 RCS0133 CP
02019 01 27 04.0 -01 14 27.1 RCS0133 CP
02020 01 27 04.1 -01 09 46.7 RCS0133 M
02021 01 27 04.1 -02 51 23.2 RCS0133 M
02022 01 27 04.2 +00 37 40.3 RCS0133 CP
02023 01 27 04.3 -01 32 54.6 RCS0133 M
02024 01 27 05.2 +01 23 50.4 RCS0133 M
02025 01 27 05.4 -00 30 35.2 RCS0133 M
02026 01 27 05.7 +02 10 23.2 RCS0133 M
02027 01 27 05.8 +01 14 50.0 RCS0133 M
02028 01 27 06.0 -02 07 40.7 RCS0133 M
02029 01 27 06.8 +00 53 44.6 RCS0133 CP
02030 01 27 08.1 -01 40 45.2 RCS0133 CP
02031 01 27 08.7 +01 18 49.6 RCS0133 M
02032 01 27 09.1 +02 19 03.4 RCS0133 M
02033 01 27 09.3 +00 55 29.8 RCS0133 M
02034 01 27 09.4 +00 22 36.4 RCS0133 M
02035 01 27 10.4 +00 23 26.5 RCS0133 M
02036 01 27 10.8 -02 59 07.7 RCS0133 M
02037 01 27 11.2 +01 04 56.1 RCS0133 CP
02038 01 27 11.2 +00 33 08.8 RCS0133 M
02039 01 27 11.4 +01 06 18.8 RCS0133 M
02040 01 27 11.5 -02 44 53.2 RCS0133 M
02041 01 27 12.2 +02 09 44.4 RCS0133 M
02042 01 27 12.3 +01 20 31.4 RCS0133 M
02043 01 27 12.9 +01 58 50.2 RCS0133 CP
02044 01 27 16.8 -01 37 25.9 RCS0133 M
02045 01 27 17.1 -00 47 25.5 RCS0133 M
02046 01 27 17.4 +00 05 41.9 RCS0133 M
02047 01 27 18.0 -01 30 02.8 RCS0133 M
02048 01 27 18.3 -02 37 31.6 RCS0133 M
02049 01 27 18.4 +01 08 14.6 RCS0133 M
02050 01 27 18.5 +00 56 57.1 RCS0133 M
02051 01 27 19.5 +00 55 51.0 RCS0133 M
02052 01 27 19.9 +02 11 43.5 RCS0133 M
02053 01 27 20.1 +01 27 27.2 RCS0133 M
02054 01 27 20.9 -02 56 45.5 RCS0133 M
02055 01 27 21.0 -02 25 00.0 RCS0133 M
02056 01 27 21.3 -02 56 43.2 RCS0133 M
02057 01 27 22.1 +01 15 17.7 RCS0133 M
02058 01 27 22.5 +01 40 46.4 RCS0133 M
02059 01 27 24.2 -00 04 00.6 RCS0133 M
02060 01 27 24.8 -02 32 35.9 RCS0133 M
02061 01 27 24.9 -01 35 51.0 RCS0133 M
02062 01 27 24.9 -02 42 55.7 RCS0133 M
02063 01 27 25.1 -01 57 15.0 RCS0133 M
02064 01 27 25.4 +01 34 22.0 RCS0133 M
02065 01 27 25.4 +01 17 50.8 RCS0133 M
02066 01 27 25.6 +02 23 12.1 RCS0133 M
02067 01 27 26.1 +00 12 44.9 RCS0133 M
02068 01 27 27.1 +00 33 37.9 RCS0133 M
02069 01 27 27.6 -02 18 29.6 RCS0133 M
02070 01 27 28.2 +00 35 45.9 RCS0133 M
02071 01 27 28.6 -01 16 53.2 RCS0133 M
02072 01 27 29.6 -00 55 12.5 RCS0133 M
02073 01 27 29.7 -01 39 17.9 RCS0133 M
02074 01 27 30.7 +01 41 30.5 RCS0133 M
02075 01 27 30.8 -01 38 55.7 RCS0133 CP
02076 01 27 31.5 +01 23 57.9 RCS0133 CP
02077 01 27 32.7 -02 00 50.7 RCS0133 M
02078 01 27 32.9 +01 11 06.8 RCS0133 M
02079 01 27 33.6 +00 26 07.2 RCS0133 M
02080 01 27 33.7 +02 05 45.9 RCS0133 M
02081 01 27 33.7 -01 08 29.4 RCS0133 M
02082 01 27 35.4 +00 45 01.4 RCS0133 M
02083 01 27 35.4 -00 50 54.1 RCS0133 M
02084 01 27 35.4 -02 02 01.7 RCS0133 CM
02085 01 27 35.5 -00 46 59.4 RCS0133 M
02086 01 27 35.7 -02 03 35.8 RCS0133 CP
02087 01 27 35.8 -01 07 22.6 RCS0133 M
02088 01 27 36.2 -02 41 44.8 RCS0133 M
02089 01 27 36.4 -02 24 46.6 RCS0133 M
02090 01 27 36.5 +00 22 54.2 RCS0133 CP
02091 01 27 38.3 +01 26 13.8 RCS0133 M
02092 01 27 38.6 +01 06 14.8 RCS0133 CP
02093 01 27 39.4 -02 11 14.4 RCS0133 M
02094 01 27 40.0 +01 12 36.1 RCS0133 M
02095 01 27 40.4 -01 35 16.7 RCS0133 CP
02096 01 27 42.9 +02 04 38.0 RCS0133 M
02097 01 27 42.9 -00 45 30.5 RCS0133 M
02098 01 27 43.9 -00 44 02.6 RCS0133 CP
02099 01 27 46.3 +01 36 58.3 RCS0133 CP
02100 01 27 47.0 +01 00 51.1 RCS0133 M
02101 01 27 47.4 -01 13 53.4 RCS0133 M
02102 01 27 47.7 -01 00 51.9 RCS0133 M
02103 01 27 48.8 +00 57 17.2 RCS0133 M
02104 01 27 48.8 -02 34 40.6 RCS0133 M
02105 01 27 49.0 +02 23 52.0 RCS0133 M
02106 01 27 49.1 +02 07 07.3 RCS0133 M
02107 01 27 49.3 +02 26 03.1 RCS0133 M
02108 01 27 50.0 -01 26 04.3 RCS0133 M
02109 01 27 50.4 -01 32 12.3 RCS0133 M
02110 01 27 50.9 -01 08 26.3 RCS0133 M
02111 01 27 51.8 +00 00 12.4 RCS0133 M
02112 01 27 53.1 -02 23 37.7 RCS0133 CM
02113 01 27 53.8 +01 44 46.9 RCS0133 M
02114 01 27 54.8 +01 32 30.9 RCS0133 CP
02115 01 27 54.9 -00 11 39.5 RCS0133 CP
02116 01 27 54.9 -02 27 07.9 RCS0133 M
02117 01 27 55.1 -01 03 12.3 RCS0133 M
02118 01 27 56.0 -00 59 43.2 RCS0133 M
02119 01 27 56.4 -01 29 55.1 RCS0133 M
02120 01 27 56.9 +00 43 51.2 RCS0133 M
02121 01 27 57.2 +01 42 11.8 RCS0133 M
02122 01 27 57.6 -00 13 59.8 RCS0133 M
02123 01 27 57.8 +00 24 23.6 RCS0133 M
02124 01 28 00.1 +02 14 49.0 RCS0133 M
02125 01 28 00.1 +01 33 39.0 RCS0133 M
02126 01 28 00.3 +01 19 16.6 RCS0133 M
02127 01 28 01.1 +01 55 44.8 RCS0133 M
02128 01 28 01.7 +00 41 21.6 RCS0133 M
02129 01 28 03.1 +02 36 33.5 RCS0133 CP
02130 01 28 03.2 +00 19 39.9 RCS0133 M
02131 01 28 04.4 -01 00 49.8 RCS0133 M
02132 01 28 05.1 +01 05 37.3 RCS0133 CP
02133 01 28 05.1 -01 36 23.0 RCS0133 M
02134 01 28 05.9 +02 13 35.1 RCS0133 M
02135 01 28 06.4 +01 58 08.4 RCS0133 M
02136 01 28 09.4 +00 48 14.4 RCS0133 M
02137 01 28 09.6 -00 43 08.3 RCS0133 M
02138 01 28 10.0 -00 55 30.0 RCS0133 M
02139 01 28 10.6 +01 46 24.7 RCS0133 M
02140 01 28 10.6 +01 06 09.5 RCS0133 M
02141 01 28 10.6 -02 18 40.1 RCS0133 CP
02142 01 28 10.9 +02 08 27.4 RCS0133 M
02143 01 28 11.7 +02 06 26.7 RCS0133 M
02144 01 28 12.0 -01 06 13.5 RCS0133 M
02145 01 28 14.1 +01 51 20.0 RCS0133 M
02146 01 28 14.3 -00 43 14.2 RCS0133 M
02147 01 28 14.6 +00 04 25.8 RCS0133 M
02148 01 28 15.6 -00 38 04.6 RCS0133 M
02149 01 28 15.8 +00 29 53.8 RCS0133 M
02150 01 28 15.9 -02 43 49.2 RCS0133 CP
02151 01 28 16.0 +00 01 04.6 RCS0133 M
02152 01 28 16.5 +01 45 30.5 RCS0133 M
02153 01 28 17.0 +02 32 25.1 RCS0133 M
02154 01 28 17.8 +02 13 29.4 RCS0133 M
02155 01 28 17.8 -01 35 12.9 RCS0133 M
02156 01 28 19.0 -01 08 43.0 RCS0133 M
02157 01 28 19.0 -01 43 12.8 RCS0133 M
02158 01 28 19.6 +00 20 17.9 RCS0133 M
02159 01 28 19.7 -02 13 06.8 RCS0133 CP
02160 01 28 20.0 -00 55 39.7 RCS0133 M
02161 01 28 20.3 -00 10 20.6 RCS0133 M
02162 01 28 20.5 +02 22 34.6 RCS0133 CP
02163 01 28 21.0 +01 35 33.3 RCS0133 M
02164 01 28 21.1 +01 40 09.9 RCS0133 M
02165 01 28 22.5 +01 31 28.8 RCS0133 M
02166 01 28 23.0 +00 59 20.8 RCS0133 M
02167 01 28 23.2 +02 03 31.1 RCS0133 M
02168 01 28 23.2 +01 10 37.0 RCS0133 M
02169 01 28 23.3 -02 14 55.9 RCS0133 M
02170 01 28 23.5 -01 59 41.4 RCS0133 M
02171 01 28 24.7 -02 41 33.7 RCS0133 M
02172 01 28 25.4 +00 03 35.5 RCS0133 M
02173 01 28 26.5 +00 24 22.7 RCS0133 M
02174 01 28 27.6 +02 30 12.1 RCS0133 M
02175 01 28 28.2 -01 28 14.6 RCS0133 M
02176 01 28 29.2 -00 36 31.4 RCS0133 M
02177 01 28 29.5 +00 49 45.7 RCS0133 M
02178 01 28 29.6 -00 40 46.9 RCS0133 M
02179 01 28 29.6 -01 40 50.5 RCS0133 M
02180 01 28 31.2 -01 13 39.3 RCS0133 CP
02181 01 28 31.5 +00 21 18.1 RCS0133 M
02182 01 28 31.9 -02 50 00.2 RCS0133 M
02183 01 28 32.2 +00 39 19.5 RCS0133 M
02184 01 28 32.4 -02 23 13.6 RCS0133 M
02185 01 28 32.6 +01 10 15.8 RCS0133 M
02186 01 28 36.1 +01 51 11.8 RCS0133 M
02187 01 28 37.3 -02 52 41.6 RCS0133 M
02188 01 28 39.1 -02 48 37.4 RCS0133 M
02189 01 28 39.5 -02 33 22.4 RCS0133 CM
02190 01 28 40.0 -02 57 55.7 RCS0133 M
02191 01 28 40.1 +01 25 59.4 RCS0133 M
02192 01 28 40.3 +01 23 56.5 RCS0133 M
02193 01 28 42.2 +01 53 18.5 RCS0133 M
02194 01 28 42.5 -00 51 11.8 RCS0133 M
02195 01 28 42.7 +01 00 49.4 RCS0133 M
02196 01 28 42.8 -00 55 31.3 RCS0133 M
02197 01 28 43.0 +02 37 25.3 RCS0133 M
02198 01 28 43.1 -02 35 35.7 RCS0133 M
02199 01 28 45.0 -00 04 16.9 RCS0133 CP
02200 01 28 45.2 -02 56 40.8 RCS0133 M
02201 01 28 46.0 -02 27 48.6 RCS0133 CP
02202 01 28 47.5 +01 06 51.5 RCS0133 M
02203 01 28 47.6 +01 12 13.7 RCS0133 CM
02204 01 28 48.5 +01 32 05.2 RCS0133 CP
02205 01 28 48.5 -02 22 38.4 RCS0133 M
02206 01 28 49.0 -02 38 30.2 RCS0133 M
02207 01 28 49.4 -00 23 07.8 RCS0133 M
02208 01 28 50.0 -02 57 41.9 RCS0133 M
02209 01 28 50.1 +02 19 50.1 RCS0133 M
02210 01 28 50.1 +01 20 28.2 RCS0133 M
02211 01 28 50.2 -02 37 37.2 RCS0133 M
02212 01 28 50.3 +00 16 02.9 RCS0133 M
02213 01 28 50.8 -00 30 08.3 RCS0133 M
