Title: A Catalog of Morphologically Identified Merging Galaxies
Authors: Hwang C.-Y., Chang M.-Y.
Table: Catalog of Merging Galaxies
================================================================================
Byte-by-byte Description of file: apjs299963t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label  Explanations
--------------------------------------------------------------------------------
   1-  5 I5     ---    ID     Running identification number
   7-  8 I2     h      RAh    Hour of Right Ascension (J2000)
  10- 11 I2     min    RAm    Minute of Right Ascension (J2000)
  13- 16 F4.1   s      RAs    Second of Right Ascension (J2000)
      18 A1     ---    DE-    Sign of the Declination (J2000)
  19- 20 I2     deg    DEd    Degree of Declination (J2000)
  22- 23 I2     arcmin DEm    Arcminute of Declination (J2000)
  25- 28 F4.1   arcsec DEs    Arcsecond of Declination (J2000)
  30- 36 A7     ---    FName  Field name
  38- 39 A2     ---    Type   Merging type (1)
--------------------------------------------------------------------------------
Note (1):
    M = mergers;
   CP = close pairs;
   CM = close multiples.
--------------------------------------------------------------------------------
11227 21 35 31.3 +00 53 45.7 RCS2143 M
11228 21 35 33.6 +01 10 03.2 RCS2143 M
11229 21 35 37.1 +03 11 10.4 RCS2143 M
11230 21 35 37.1 +00 04 40.5 RCS2143 M
11231 21 35 38.7 +00 43 34.3 RCS2143 M
11232 21 35 38.7 -00 44 35.8 RCS2143 M
11233 21 35 39.3 +01 42 29.1 RCS2143 M
11234 21 35 39.7 +02 39 56.6 RCS2143 M
11235 21 35 39.9 -01 03 24.4 RCS2143 CP
11236 21 35 40.9 +03 07 35.2 RCS2143 M
11237 21 35 41.9 +01 59 12.5 RCS2143 M
11238 21 35 43.2 +03 13 02.3 RCS2143 M
11239 21 35 43.2 +02 17 40.6 RCS2143 M
11240 21 35 43.6 +02 09 40.1 RCS2143 M
11241 21 35 43.6 -00 55 36.4 RCS2143 M
11242 21 35 44.1 +03 40 08.6 RCS2143 M
11243 21 35 45.4 -00 05 06.5 RCS2143 M
11244 21 35 45.7 +00 14 46.1 RCS2143 M
11245 21 35 46.3 +00 14 32.9 RCS2143 M
11246 21 35 49.6 +00 01 55.2 RCS2143 M
11247 21 35 49.6 -00 24 01.8 RCS2143 M
11248 21 35 50.2 +03 23 45.4 RCS2143 M
11249 21 35 55.0 +00 01 18.5 RCS2143 M
11250 21 35 55.3 -04 01 03.4 RCS2143 CP
11251 21 35 55.5 -03 11 33.9 RCS2143 M
11252 21 35 56.4 +00 27 25.8 RCS2143 M
11253 21 36 03.8 -03 35 26.9 RCS2143 M
11254 21 36 04.2 +00 41 49.1 RCS2143 M
11255 21 36 04.8 +03 07 48.6 RCS2143 M
11256 21 36 04.8 -03 38 26.7 RCS2143 M
11257 21 36 05.1 -00 24 08.2 RCS2143 M
11258 21 36 07.1 +01 46 15.4 RCS2143 M
11259 21 36 07.2 +02 18 21.3 RCS2143 M
11260 21 36 08.8 +02 52 48.8 RCS2143 M
11261 21 36 08.8 -00 06 50.7 RCS2143 M
11262 21 36 09.6 -03 07 31.5 RCS2143 M
11263 21 36 10.1 +03 05 06.3 RCS2143 M
11264 21 36 11.5 -00 54 03.3 RCS2143 M
11265 21 36 12.9 -04 00 50.8 RCS2143 M
11266 21 36 13.1 +00 54 55.3 RCS2143 M
11267 21 36 13.2 +02 40 04.6 RCS2143 CP
11268 21 36 14.7 +01 30 53.9 RCS2143 M
11269 21 36 15.6 +02 01 37.3 RCS2143 M
11270 21 36 16.5 +03 19 27.9 RCS2143 M
11271 21 36 18.7 -00 37 02.2 RCS2143 M
11272 21 36 20.8 -03 18 40.5 RCS2143 M
11273 21 36 21.1 +02 44 22.6 RCS2143 CP
11274 21 36 21.5 -03 42 37.0 RCS2143 M
11275 21 36 21.6 +00 51 18.3 RCS2143 M
11276 21 36 24.8 -03 21 32.6 RCS2143 M
11277 21 36 27.8 -00 22 05.9 RCS2143 M
11278 21 36 29.9 +01 00 31.1 RCS2143 M
11279 21 36 30.5 +03 31 11.8 RCS2143 M
11280 21 36 30.5 +02 22 06.1 RCS2143 CP
11281 21 36 32.3 -00 41 24.8 RCS2143 M
11282 21 36 32.4 -00 38 13.9 RCS2143 M
11283 21 36 34.3 +03 32 42.0 RCS2143 M
11284 21 36 34.5 +03 06 47.7 RCS2143 CP
11285 21 36 35.5 -03 21 34.3 RCS2143 M
11286 21 36 36.7 +00 56 12.8 RCS2143 M
11287 21 36 37.0 +00 12 44.2 RCS2143 M
11288 21 36 37.3 -00 07 28.8 RCS2143 M
11289 21 36 37.9 +03 08 41.1 RCS2143 M
11290 21 36 39.5 -03 06 31.3 RCS2143 M
11291 21 36 39.9 -00 51 34.8 RCS2143 M
11292 21 36 42.7 -03 21 02.5 RCS2143 M
11293 21 36 44.7 +02 23 17.8 RCS2143 M
11294 21 36 45.0 +01 26 11.1 RCS2143 M
11295 21 36 46.8 +01 07 55.9 RCS2143 M
11296 21 36 56.4 +02 07 08.8 RCS2143 M
11297 21 36 57.0 +00 54 18.5 RCS2143 M
11298 21 36 57.2 -00 08 57.2 RCS2143 M
11299 21 36 57.4 +00 53 59.5 RCS2143 M
11300 21 37 00.3 +03 09 50.6 RCS2143 M
11301 21 37 01.0 +03 10 22.2 RCS2143 M
11302 21 37 01.0 +00 20 29.5 RCS2143 M
11303 21 37 03.8 -03 26 54.8 RCS2143 M
11304 21 37 04.3 +01 34 30.8 RCS2143 M
11305 21 37 04.4 +02 28 09.5 RCS2143 M
11306 21 37 04.6 +00 29 53.4 RCS2143 M
11307 21 37 04.6 +00 01 58.1 RCS2143 M
11308 21 37 05.7 +00 42 02.6 RCS2143 M
11309 21 37 06.6 +02 45 33.7 RCS2143 M
11310 21 37 09.2 -00 06 41.7 RCS2143 M
11311 21 37 10.0 -03 05 36.8 RCS2143 M
11312 21 37 10.2 +03 25 08.1 RCS2143 M
11313 21 37 10.5 +01 51 50.0 RCS2143 M
11314 21 37 13.3 -00 46 38.5 RCS2143 M
11315 21 37 14.6 -03 06 25.7 RCS2143 M
11316 21 37 14.7 -00 08 40.9 RCS2143 M
11317 21 37 15.2 -01 35 31.6 RCS2143 M
11318 21 37 15.8 +02 34 58.9 RCS2143 M
11319 21 37 18.3 -03 30 55.2 RCS2143 M
11320 21 37 18.6 -03 18 48.5 RCS2143 M
11321 21 37 18.9 -00 19 41.8 RCS2143 M
11322 21 37 21.3 -00 16 05.5 RCS2143 M
11323 21 37 21.6 -03 43 24.0 RCS2143 M
11324 21 37 21.6 -03 52 29.1 RCS2143 M
11325 21 37 21.9 -00 09 32.0 RCS2143 M
11326 21 37 22.2 -03 12 21.9 RCS2143 M
11327 21 37 23.1 +02 04 19.8 RCS2143 CP
11328 21 37 24.6 -01 54 08.3 RCS2143 M
11329 21 37 25.3 +00 21 10.1 RCS2143 M
11330 21 37 27.2 +00 46 59.9 RCS2143 CM
11331 21 37 27.3 -03 45 15.6 RCS2143 M
11332 21 37 27.6 +01 29 28.2 RCS2143 M
11333 21 37 30.3 +03 33 56.1 RCS2143 M
11334 21 37 31.4 -03 27 12.4 RCS2143 CP
11335 21 37 33.0 -01 00 04.3 RCS2143 CP
11336 21 37 34.3 -01 10 44.0 RCS2143 M
11337 21 37 35.4 -00 02 24.3 RCS2143 M
11338 21 37 36.8 -00 07 53.1 RCS2143 M
11339 21 37 37.4 +03 23 40.3 RCS2143 M
11340 21 37 38.0 +00 29 43.3 RCS2143 M
11341 21 37 40.9 -01 41 50.0 RCS2143 CP
11342 21 37 42.1 -03 41 54.9 RCS2143 M
11343 21 37 42.9 +03 36 09.2 RCS2143 M
11344 21 37 43.9 +01 00 31.1 RCS2143 M
11345 21 37 44.3 +01 25 13.2 RCS2143 M
11346 21 37 46.1 +02 27 36.1 RCS2143 M
11347 21 37 47.6 +02 51 14.8 RCS2143 M
11348 21 37 47.7 -01 23 45.9 RCS2143 M
11349 21 37 49.7 -03 53 15.0 RCS2143 M
11350 21 37 50.9 +01 50 45.0 RCS2143 M
11351 21 37 51.2 +01 43 14.2 RCS2143 M
11352 21 37 51.3 +02 51 24.2 RCS2143 M
11353 21 37 52.1 -01 29 09.1 RCS2143 M
11354 21 37 53.7 -00 55 49.5 RCS2143 M
11355 21 37 55.0 +00 33 20.0 RCS2143 M
11356 21 37 55.6 +03 38 38.4 RCS2143 M
11357 21 37 55.6 +01 28 34.6 RCS2143 M
11358 21 37 56.1 +00 12 35.2 RCS2143 CP
11359 21 37 56.3 -01 22 21.7 RCS2143 M
11360 21 37 57.0 -03 02 18.1 RCS2143 M
11361 21 37 57.1 -03 05 38.6 RCS2143 M
11362 21 37 57.2 +00 50 10.4 RCS2143 M
11363 21 37 58.6 +02 36 53.5 RCS2143 M
11364 21 37 58.7 +01 11 53.9 RCS2143 M
11365 21 37 58.7 +00 44 20.2 RCS2143 M
11366 21 38 00.3 +00 27 08.4 RCS2143 M
11367 21 38 00.4 -01 38 02.5 RCS2143 M
11368 21 38 01.0 -00 14 14.8 RCS2143 M
11369 21 38 01.5 +03 19 20.1 RCS2143 M
11370 21 38 01.7 -01 49 20.0 RCS2143 M
11371 21 38 02.3 -03 31 23.7 RCS2143 M
11372 21 38 03.2 +00 43 38.1 RCS2143 M
11373 21 38 04.9 -00 43 26.2 RCS2143 M
11374 21 38 05.5 -00 00 30.9 RCS2143 M
11375 21 38 08.1 -03 11 46.6 RCS2143 M
11376 21 38 08.9 -02 01 23.1 RCS2143 M
11377 21 38 12.5 -01 50 24.0 RCS2143 M
11378 21 38 12.9 -01 24 15.2 RCS2143 M
11379 21 38 13.2 -01 20 23.6 RCS2143 M
11380 21 38 14.5 -03 07 04.0 RCS2143 M
11381 21 38 14.9 +00 51 32.8 RCS2143 M
11382 21 38 15.6 +03 07 16.2 RCS2143 M
11383 21 38 16.0 -01 45 31.8 RCS2143 M
11384 21 38 16.3 -00 42 19.4 RCS2143 M
11385 21 38 16.7 -03 57 42.6 RCS2143 CP
11386 21 38 17.3 -01 14 20.0 RCS2143 M
11387 21 38 17.4 -01 08 08.1 RCS2143 M
11388 21 38 17.8 -01 36 39.8 RCS2143 M
11389 21 38 18.3 -00 15 18.3 RCS2143 M
11390 21 38 18.4 -00 53 24.5 RCS2143 M
11391 21 38 19.0 +02 12 59.5 RCS2143 CP
11392 21 38 20.8 +03 37 41.1 RCS2143 M
11393 21 38 21.0 +03 09 03.4 RCS2143 M
11394 21 38 21.0 +03 03 54.3 RCS2143 M
11395 21 38 21.2 +02 10 49.5 RCS2143 CP
11396 21 38 21.5 -03 36 42.4 RCS2143 CM
11397 21 38 21.5 -03 53 32.4 RCS2143 M
11398 21 38 21.8 -00 58 23.7 RCS2143 M
11399 21 38 22.0 +01 14 11.0 RCS2143 M
11400 21 38 22.8 -01 19 15.6 RCS2143 M
11401 21 38 23.0 -01 52 41.6 RCS2143 M
11402 21 38 23.1 -01 29 51.7 RCS2143 M
11403 21 38 23.2 +01 03 03.9 RCS2143 M
11404 21 38 23.5 +03 25 26.9 RCS2143 M
11405 21 38 23.5 +00 00 41.8 RCS2143 M
11406 21 38 26.6 +01 41 15.0 RCS2143 M
11407 21 38 28.0 +02 46 12.1 RCS2143 M
11408 21 38 28.3 -01 25 45.0 RCS2143 M
11409 21 38 28.7 -03 13 09.2 RCS2143 M
11410 21 38 28.9 +00 44 11.5 RCS2143 M
11411 21 38 29.3 -01 39 00.5 RCS2143 CP
11412 21 38 29.5 -03 20 56.6 RCS2143 M
11413 21 38 30.0 +02 41 25.1 RCS2143 M
11414 21 38 35.1 -03 59 21.9 RCS2143 M
11415 21 38 35.7 -01 49 53.7 RCS2143 M
11416 21 38 36.0 -03 58 35.3 RCS2143 M
11417 21 38 37.5 +01 27 03.6 RCS2143 M
11418 21 38 38.7 +00 46 49.4 RCS2143 M
11419 21 38 39.3 +02 36 13.1 RCS2143 M
11420 21 38 41.0 +02 15 22.6 RCS2143 M
11421 21 38 41.7 -03 03 22.8 RCS2143 M
11422 21 38 42.8 -01 00 28.6 RCS2143 M
11423 21 38 44.3 -03 48 20.1 RCS2143 M
11424 21 38 44.6 +00 33 06.6 RCS2143 M
11425 21 38 45.3 -01 04 59.1 RCS2143 M
11426 21 38 46.7 +02 20 32.0 RCS2143 M
11427 21 38 47.8 -01 14 19.1 RCS2143 M
11428 21 38 47.9 -01 05 51.2 RCS2143 M
11429 21 38 48.6 -03 04 51.1 RCS2143 M
11430 21 38 48.7 -00 24 59.2 RCS2143 M
11431 21 38 49.2 +00 29 37.3 RCS2143 M
11432 21 38 50.8 +01 01 53.5 RCS2143 M
11433 21 38 52.0 -01 45 00.7 RCS2143 M
11434 21 38 52.3 +01 22 44.4 RCS2143 M
11435 21 38 52.4 -03 13 34.7 RCS2143 M
11436 21 38 52.7 -01 30 39.5 RCS2143 M
11437 21 38 53.0 -03 07 19.2 RCS2143 M
11438 21 38 54.7 -01 31 55.8 RCS2143 M
11439 21 38 54.8 -01 14 09.0 RCS2143 M
11440 21 38 54.8 -03 53 37.4 RCS2143 M
11441 21 38 54.8 -03 53 37.5 RCS2143 M
11442 21 38 55.1 -00 20 52.6 RCS2143 M
11443 21 38 57.4 +01 14 07.6 RCS2143 M
11444 21 39 01.0 -00 46 02.1 RCS2143 M
11445 21 39 01.1 +00 39 29.2 RCS2143 M
11446 21 39 01.1 -01 36 17.3 RCS2143 M
11447 21 39 03.2 -00 25 36.6 RCS2143 M
11448 21 39 03.5 -03 23 08.6 RCS2143 M
11449 21 39 04.3 -01 55 12.2 RCS2143 M
11450 21 39 05.2 -00 50 29.3 RCS2143 M
11451 21 39 05.8 +00 13 06.9 RCS2143 M
11452 21 39 06.3 -00 57 32.3 RCS2143 M
11453 21 39 06.7 -01 10 06.8 RCS2143 CP
11454 21 39 07.0 -00 01 56.6 RCS2143 M
11455 21 39 07.0 -01 52 45.1 RCS2143 M
11456 21 39 08.7 -01 53 12.7 RCS2143 M
11457 21 39 09.6 +00 29 44.9 RCS2143 M
11458 21 39 11.8 -03 22 24.8 RCS2143 M
11459 21 39 14.0 -00 34 17.7 RCS2143 M
11460 21 39 15.0 -01 41 37.5 RCS2143 CM
11461 21 39 15.2 +01 46 46.9 RCS2143 M
11462 21 39 15.6 +02 36 57.9 RCS2143 M
11463 21 39 16.2 +02 00 52.3 RCS2143 M
11464 21 39 17.7 +00 20 36.7 RCS2143 M
11465 21 39 18.4 -00 20 35.0 RCS2143 M
11466 21 39 19.7 -00 15 43.9 RCS2143 M
11467 21 39 21.4 -01 24 57.1 RCS2143 M
11468 21 39 26.8 -03 05 12.2 RCS2143 M
11469 21 39 27.5 +02 56 56.8 RCS2143 M
11470 21 39 28.4 -00 37 52.7 RCS2143 M
11471 21 39 28.5 +02 05 58.3 RCS2143 M
11472 21 39 30.4 -03 19 11.7 RCS2143 M
11473 21 39 30.9 -03 25 17.1 RCS2143 M
11474 21 39 31.0 -01 56 12.8 RCS2143 M
11475 21 39 31.0 -02 01 04.8 RCS2143 M
11476 21 39 32.6 +01 44 31.2 RCS2143 M
11477 21 39 32.7 -00 38 21.0 RCS2143 M
11478 21 39 34.3 -01 59 35.2 RCS2143 M
11479 21 39 34.5 -00 36 38.7 RCS2143 M
11480 21 39 34.7 -03 37 01.8 RCS2143 M
11481 21 39 35.3 -00 53 14.9 RCS2143 M
11482 21 39 35.7 -01 38 46.9 RCS2143 CP
11483 21 39 35.8 +00 03 26.2 RCS2143 M
11484 21 39 36.7 +01 04 26.4 RCS2143 M
11485 21 39 37.0 -01 43 02.0 RCS2143 M
11486 21 39 40.5 -01 46 22.5 RCS2143 M
11487 21 39 40.5 -01 59 18.6 RCS2143 M
11488 21 39 40.8 +00 16 58.2 RCS2143 M
11489 21 39 40.9 +00 55 35.8 RCS2143 M
11490 21 39 43.8 -00 16 49.8 RCS2143 M
11491 21 39 44.4 +03 21 33.9 RCS2143 M
11492 21 39 46.7 +02 35 22.5 RCS2143 M
11493 21 39 47.8 +00 09 29.9 RCS2143 M
11494 21 39 47.8 -03 08 22.7 RCS2143 M
11495 21 39 47.9 -01 16 14.3 RCS2143 M
11496 21 39 48.4 +01 27 30.7 RCS2143 M
11497 21 39 51.1 -01 03 07.1 RCS2143 M
11498 21 39 52.7 -01 34 54.0 RCS2143 M
11499 21 39 55.1 -01 41 52.7 RCS2143 M
11500 21 39 55.6 +01 56 41.0 RCS2143 M
11501 21 39 57.7 -01 27 41.5 RCS2143 M
11502 21 39 58.8 +00 59 49.8 RCS2143 M
11503 21 39 59.9 +00 16 05.6 RCS2143 M
11504 21 40 01.6 -03 11 54.3 RCS2143 M
11505 21 40 01.7 +00 45 01.1 RCS2143 M
11506 21 40 03.6 +02 09 24.1 RCS2143 M
11507 21 40 04.9 -01 07 40.8 RCS2143 M
11508 21 40 05.1 -01 44 25.6 RCS2143 M
11509 21 40 05.5 -03 05 59.7 RCS2143 M
11510 21 40 05.7 -00 27 05.1 RCS2143 M
11511 21 40 06.5 +02 55 55.2 RCS2143 M
11512 21 40 07.2 -01 33 28.4 RCS2143 M
11513 21 40 07.5 +00 05 40.6 RCS2143 M
11514 21 40 08.3 -03 53 42.0 RCS2143 M
11515 21 40 08.4 -03 18 01.6 RCS2143 CP
11516 21 40 09.5 +03 06 39.0 RCS2143 M
11517 21 40 09.5 -03 28 17.8 RCS2143 M
11518 21 40 10.9 +01 48 26.3 RCS2143 M
11519 21 40 11.3 +01 34 25.2 RCS2143 M
11520 21 40 11.9 +03 33 16.0 RCS2143 M
11521 21 40 12.0 +02 35 33.2 RCS2143 M
11522 21 40 12.8 -02 01 00.0 RCS2143 M
11523 21 40 13.3 -03 21 04.6 RCS2143 M
11524 21 40 14.3 +00 43 33.1 RCS2143 M
11525 21 40 15.4 -00 56 51.3 RCS2143 M
11526 21 40 15.9 +02 26 53.9 RCS2143 M
11527 21 40 20.9 -01 43 12.4 RCS2143 M
11528 21 40 21.0 -01 14 23.6 RCS2143 M
11529 21 40 21.1 -03 18 50.6 RCS2143 M
11530 21 40 23.6 +01 24 58.7 RCS2143 M
11531 21 40 24.7 -03 08 40.9 RCS2143 M
11532 21 40 26.5 -03 23 14.7 RCS2143 M
11533 21 40 27.7 -00 26 23.1 RCS2143 M
11534 21 40 27.7 -03 42 36.7 RCS2143 M
11535 21 40 29.2 +02 31 53.0 RCS2143 M
11536 21 40 29.5 +00 50 29.7 RCS2143 M
11537 21 40 30.3 -00 25 33.3 RCS2143 M
11538 21 40 30.9 +02 28 10.3 RCS2143 M
11539 21 40 31.3 -03 37 50.8 RCS2143 M
11540 21 40 31.5 -03 29 25.7 RCS2143 M
11541 21 40 31.6 +01 50 05.5 RCS2143 M
11542 21 40 32.0 -03 29 11.5 RCS2143 M
11543 21 40 33.6 -03 54 37.6 RCS2143 CM
11544 21 40 34.1 +00 32 51.1 RCS2143 M
11545 21 40 35.5 -03 40 49.5 RCS2143 M
11546 21 40 36.0 +01 55 37.7 RCS2143 CP
11547 21 40 36.3 -01 29 53.1 RCS2143 M
11548 21 40 37.6 +01 47 49.7 RCS2143 M
11549 21 40 38.1 -01 06 05.1 RCS2143 M
11550 21 40 39.2 -00 08 27.0 RCS2143 M
11551 21 40 40.7 +03 20 51.2 RCS2143 M
11552 21 40 40.7 -01 01 41.1 RCS2143 M
11553 21 40 40.8 -03 26 09.9 RCS2143 M
11554 21 40 41.0 +02 21 49.0 RCS2143 M
11555 21 40 41.0 +00 47 36.1 RCS2143 CP
11556 21 40 41.3 -01 01 17.9 RCS2143 M
11557 21 40 45.0 -03 42 17.1 RCS2143 M
11558 21 40 45.1 -03 53 30.4 RCS2143 CP
11559 21 40 45.8 +00 03 37.8 RCS2143 M
11560 21 40 46.0 -03 20 47.4 RCS2143 M
11561 21 40 46.9 -01 53 55.8 RCS2143 M
11562 21 40 47.0 +03 13 26.4 RCS2143 M
11563 21 40 48.7 +01 48 21.6 RCS2143 CP
11564 21 40 49.4 -03 50 10.9 RCS2143 M
11565 21 40 49.5 -01 39 17.5 RCS2143 M
11566 21 40 49.6 +00 04 13.4 RCS2143 M
11567 21 40 50.3 +01 56 55.1 RCS2143 CP
11568 21 40 51.6 +01 41 55.3 RCS2143 M
11569 21 40 52.5 -00 33 39.9 RCS2143 M
11570 21 40 54.6 +01 04 45.9 RCS2143 M
11571 21 40 55.6 +00 31 24.1 RCS2143 M
11572 21 40 55.8 -01 24 46.4 RCS2143 M
11573 21 40 55.9 -03 11 10.8 RCS2143 M
11574 21 40 56.0 +03 41 55.0 RCS2143 M
11575 21 40 57.2 +00 52 59.9 RCS2143 M
11576 21 40 58.4 -01 22 48.5 RCS2143 M
11577 21 40 58.5 -00 36 58.8 RCS2143 M
11578 21 40 58.5 -01 48 43.6 RCS2143 M
11579 21 40 58.9 -01 00 58.2 RCS2143 M
11580 21 41 00.5 -00 28 36.4 RCS2143 M
11581 21 41 00.7 +01 10 17.0 RCS2143 M
11582 21 41 01.0 +02 55 39.4 RCS2143 M
11583 21 41 01.6 +00 42 04.3 RCS2143 M
11584 21 41 01.8 +02 05 50.2 RCS2143 M
11585 21 41 02.7 +02 48 27.9 RCS2143 M
11586 21 41 02.7 -03 12 54.5 RCS2143 M
11587 21 41 05.0 -01 56 24.2 RCS2143 M
11588 21 41 05.3 +02 05 39.9 RCS2143 M
11589 21 41 05.6 -04 24 26.3 RCS2143 M
11590 21 41 05.8 -03 30 40.4 RCS2143 CP
11591 21 41 06.2 -00 46 01.3 RCS2143 M
11592 21 41 06.4 -03 44 10.6 RCS2143 M
11593 21 41 06.5 +03 39 34.3 RCS2143 M
11594 21 41 06.5 +01 04 46.2 RCS2143 M
11595 21 41 06.6 +01 35 17.5 RCS2143 M
11596 21 41 07.6 -03 29 29.5 RCS2143 M
11597 21 41 08.1 +02 53 17.8 RCS2143 M
11598 21 41 09.0 +01 08 33.3 RCS2143 M
11599 21 41 09.2 +01 03 01.0 RCS2143 M
11600 21 41 10.1 -01 49 44.4 RCS2143 CP
11601 21 41 10.2 -00 53 16.0 RCS2143 M
11602 21 41 10.3 +01 52 42.9 RCS2143 M
11603 21 41 10.3 +01 26 13.2 RCS2143 M
11604 21 41 10.4 -00 23 52.4 RCS2143 M
11605 21 41 10.6 -00 45 27.9 RCS2143 M
11606 21 41 12.2 -00 46 00.7 RCS2143 M
11607 21 41 12.6 -01 19 38.4 RCS2143 M
11608 21 41 12.9 -04 02 39.1 RCS2143 M
11609 21 41 14.7 -04 35 11.3 RCS2143 M
11610 21 41 15.4 -00 05 15.1 RCS2143 M
11611 21 41 16.5 -01 49 06.5 RCS2143 M
11612 21 41 16.9 +02 47 24.8 RCS2143 M
11613 21 41 17.2 +00 05 47.3 RCS2143 M
11614 21 41 19.4 -04 21 51.3 RCS2143 M
11615 21 41 19.8 +02 26 25.4 RCS2143 M
11616 21 41 20.1 -00 26 12.5 RCS2143 M
11617 21 41 20.4 +00 18 45.4 RCS2143 M
11618 21 41 20.9 -01 57 16.7 RCS2143 M
11619 21 41 21.1 -00 58 42.1 RCS2143 M
11620 21 41 21.3 +00 49 10.5 RCS2143 CP
11621 21 41 22.0 +00 17 12.0 RCS2143 M
11622 21 41 23.1 +02 34 28.8 RCS2143 M
11623 21 41 24.4 +01 51 22.4 RCS2143 M
11624 21 41 24.4 -01 57 06.4 RCS2143 M
11625 21 41 25.2 +02 22 19.6 RCS2143 M
11626 21 41 25.2 -00 33 14.1 RCS2143 M
11627 21 41 25.4 +00 13 07.7 RCS2143 CP
11628 21 41 26.2 +02 37 48.7 RCS2143 M
11629 21 41 29.8 +03 00 41.4 RCS2143 M
11630 21 41 30.6 -00 24 56.0 RCS2143 M
11631 21 41 32.4 +03 21 58.2 RCS2143 M
11632 21 41 32.5 +03 43 07.5 RCS2143 M
11633 21 41 32.8 -01 23 00.5 RCS2143 M
11634 21 41 33.5 +02 17 43.5 RCS2143 CM
11635 21 41 34.1 -00 10 20.7 RCS2143 M
11636 21 41 34.7 -00 56 22.2 RCS2143 M
11637 21 41 35.3 +02 14 00.3 RCS2143 M
11638 21 41 37.7 +01 10 33.0 RCS2143 M
11639 21 41 38.6 +03 13 10.7 RCS2143 M
11640 21 41 39.1 +03 05 30.6 RCS2143 M
11641 21 41 39.3 +03 10 14.0 RCS2143 M
11642 21 41 40.0 -00 58 47.3 RCS2143 M
11643 21 41 41.8 +03 05 17.7 RCS2143 M
11644 21 41 41.8 -04 04 12.6 RCS2143 M
11645 21 41 42.0 -00 42 45.3 RCS2143 M
11646 21 41 42.8 +03 05 01.0 RCS2143 M
11647 21 41 43.5 +01 18 56.1 RCS2143 M
11648 21 41 43.9 +01 17 54.6 RCS2143 M
11649 21 41 45.6 +02 45 54.1 RCS2143 M
11650 21 41 46.3 -04 26 05.3 RCS2143 M
11651 21 41 47.2 +03 42 49.4 RCS2143 M
11652 21 41 47.7 -04 16 51.0 RCS2143 M
11653 21 41 47.9 -04 07 34.8 RCS2143 M
11654 21 41 48.0 +02 48 17.7 RCS2143 M
11655 21 41 48.5 -04 05 32.2 RCS2143 M
11656 21 41 51.4 +00 28 46.5 RCS2143 M
11657 21 41 51.7 +03 37 58.2 RCS2143 M
11658 21 41 51.7 +02 47 46.0 RCS2143 M
11659 21 41 53.4 +03 01 01.7 RCS2143 M
11660 21 41 53.7 +00 11 59.0 RCS2143 M
11661 21 41 54.2 -04 23 08.5 RCS2143 M
11662 21 41 57.5 +02 30 21.4 RCS2143 M
11663 21 41 57.6 -00 26 08.4 RCS2143 M
11664 21 41 57.8 +02 00 21.0 RCS2143 M
11665 21 41 58.3 +01 36 06.8 RCS2143 M
11666 21 41 59.8 -04 34 59.9 RCS2143 M
11667 21 42 00.0 -01 43 07.6 RCS2143 M
11668 21 42 01.4 +03 25 37.4 RCS2143 M
11669 21 42 02.1 -04 56 39.2 RCS2143 M
11670 21 42 02.7 +00 14 36.8 RCS2143 M
11671 21 42 05.0 -04 25 10.2 RCS2143 M
11672 21 42 06.3 -01 24 35.6 RCS2143 M
11673 21 42 06.6 +00 20 41.3 RCS2143 M
11674 21 42 07.4 +00 24 38.8 RCS2143 M
11675 21 42 07.5 -04 02 02.0 RCS2143 M
11676 21 42 07.9 +00 08 02.7 RCS2143 M
11677 21 42 08.8 +01 40 12.5 RCS2143 M
11678 21 42 09.3 -00 56 59.4 RCS2143 M
11679 21 42 10.7 -01 49 06.8 RCS2143 M
11680 21 42 11.2 +01 53 26.4 RCS2143 M
11681 21 42 11.3 +02 08 12.1 RCS2143 M
11682 21 42 11.3 +01 12 52.1 RCS2143 M
11683 21 42 11.7 -03 59 54.7 RCS2143 M
11684 21 42 12.7 -01 10 08.4 RCS2143 M
11685 21 42 12.8 +00 37 51.2 RCS2143 M
11686 21 42 14.1 -00 09 20.1 RCS2143 M
11687 21 42 14.4 -01 57 10.3 RCS2143 M
11688 21 42 14.5 +01 58 29.4 RCS2143 M
11689 21 42 14.9 -00 55 34.5 RCS2143 M
11690 21 42 15.6 +00 43 52.1 RCS2143 CP
11691 21 42 16.1 +03 31 14.2 RCS2143 M
11692 21 42 16.5 +00 30 08.3 RCS2143 M
11693 21 42 16.9 -00 27 48.7 RCS2143 CP
11694 21 42 17.1 -00 27 40.4 RCS2143 M
11695 21 42 17.4 +01 49 50.2 RCS2143 M
11696 21 42 17.7 +00 50 17.1 RCS2143 M
11697 21 42 18.1 +00 45 48.9 RCS2143 M
11698 21 42 19.6 -04 02 13.7 RCS2143 M
11699 21 42 19.6 -04 27 08.4 RCS2143 M
11700 21 42 23.3 -00 07 51.9 RCS2143 M
11701 21 42 27.2 -01 36 44.7 RCS2143 M
11702 21 42 27.2 -04 30 27.0 RCS2143 M
11703 21 42 27.6 -01 36 38.9 RCS2143 M
11704 21 42 28.5 -00 44 53.2 RCS2143 M
11705 21 42 29.2 -03 59 05.9 RCS2143 M
11706 21 42 30.0 -00 16 31.9 RCS2143 M
11707 21 42 32.7 -04 51 09.8 RCS2143 M
